Nama Jurnal,ISSN,SJR,H-Index,Bidang Ilmu,Quartil
Canadian Journal of Veterinary Research,19289022,0.343,58,Veterinary,Q2
Children's Health Care,15326888,0.343,44,Clinical Psychology,Q3
Current Treatment Options in Cardiovascular Medicine,15343189,0.343,42,Cardiology and Cardiovascular Medicine,Q3
Formacion Universitaria,07185006,0.343,25,Education,Q3
Gongcheng Kexue Xuebao/Chinese Journal of Engineering,20959389,0.343,32,Engineering,Q2
International Aquatic Research,20086970,0.343,32,Aquatic Science,Q3
International Journal of Energy Economics and Policy,21464553,0.343,58,"Economics, Econometrics and Finance",Q2
"Izvestiya, Physics of the Solid Earth",10693513,0.343,31,Earth and Planetary Sciences,Q3
Journal of Balkan and Near Eastern Studies,19448953,0.343,29,History,Q1
Journal of International Crisis and Risk Communication Research,25760025,0.343,13,Communication,Q2
Journal of Quantitative Analysis in Sports,21946388,0.343,26,Social Sciences,Q2
Personalized Medicine in Psychiatry,24681725,0.343,11,Clinical Psychology,Q3
Polis. Political Studies,10269487,0.343,12,Political Science and International Relations,Q2
Population Medicine,26541459,0.343,9,Epidemiology,Q3
Spatial Cognition and Computation,13875868,0.343,44,Computer Graphics and Computer-Aided Design,Q2
STEM Education,27671925,0.343,7,Applied Mathematics,Q3
Advances in Mathematical Sciences and Applications,13434373,0.342,6,Analysis,Q3
Aestimum,15926117,0.342,15,"Economics, Econometrics and Finance",Q2
American Journal of Family Therapy,01926187,0.342,51,Clinical Psychology,Q3
Artificial Life,10645462,0.342,64,Artificial Intelligence,Q3
Breast Disease,08886008,0.342,37,Medicine,Q3
Cambridge Classical Journal,17502705,0.342,15,Classics,Q1
Canadian Journal of Plant Science,00084220,0.342,72,Agronomy and Crop Science,Q2
Corpora,17551676,0.342,35,Linguistics and Language,Q2
Economics,18646042,0.342,28,"Economics, Econometrics and Finance",Q2
Estetika: The European Journal of Aesthetics,00141291,0.342,8,Literature and Literary Theory,Q1
Film Quarterly,00151386,0.342,28,Visual Arts and Performing Arts,Q1
Folia Phoniatrica et Logopaedica,14219972,0.342,58,Linguistics and Language,Q2
Gene Expression Patterns,1567133X,0.342,70,Developmental Biology,Q4
Hardy-Ramanujan Journal,28047370,0.342,4,Algebra and Number Theory,Q3
Human Technology,17956889,0.342,16,Communication,Q2
International Journal of Humanoid Robotics,17936942,0.342,44,Artificial Intelligence,Q3
Journal of Qur'anic Studies,17551730,0.342,22,Religious Studies,Q1
Koedoe,20710771,0.342,35,Ecology,Q3
Malawi Medical Journal,19957270,0.342,30,Medicine,Q3
Modern Tunnelling Technology,10096582,0.342,21,Civil and Structural Engineering,Q3
Philosophical Papers,05568641,0.342,27,Philosophy,Q1
Politica y Gobierno,14051060,0.342,16,Political Science and International Relations,Q2
SAR and QSAR in Environmental Research,1029046X,0.342,56,Bioengineering,Q3
Trends in Phytochemical Research,25883623,0.342,10,Biochemistry,Q3
American Quarterly,00030678,0.341,48,Cultural Studies,Q1
Annals of Pediatric Cardiology,09742069,0.341,31,Cardiology and Cardiovascular Medicine,Q3
Applied Science and Engineering Progress,26730421,0.341,24,Computer Science,Q2
Baghdad Science Journal,24117986,0.341,20,Agricultural and Biological Sciences,Q2
Brazilian Journal of Cardiovascular Surgery,01027638,0.341,36,Cardiology and Cardiovascular Medicine,Q3
"Business, Management and Economics Engineering",2669249X,0.341,11,"Economics, Econometrics and Finance",Q2
Canadian Journal of Linguistics,17101115,0.341,24,Linguistics and Language,Q2
Frontiers of Mathematics,27318656,0.341,33,Mathematics,Q3
Hemato,26736357,0.341,8,Hematology,Q3
IAES International Journal of Artificial Intelligence,20894872,0.341,27,Information Systems and Management,Q2
International Journal of Developmental Biology,16963547,0.341,119,Embryology,Q3
International Journal of Electronic Government Research,15483894,0.341,36,Social Sciences,Q2
International Journal of Strategic Property Management,1648715X,0.341,41,Strategy and Management,Q3
International Review of Economics,18634613,0.341,24,"Economics, Econometrics and Finance",Q2
Iraqi Journal of Science,00672904,0.341,23,"Biochemistry, Genetics and Molecular Biology",Q3
Japanese Journal of Political Science,14681099,0.341,24,Political Science and International Relations,Q2
Journal of Applied Non-Classical Logics,19585780,0.341,33,Philosophy,Q1
Journal of Bioeconomics,13876996,0.341,31,"Geography, Planning and Development",Q2
Journal of The Institution of Engineers (India): Series D,22502130,0.341,24,Metals and Alloys,Q2
Metron,00261424,0.341,27,Statistics and Probability,Q3
Mongolian Studies,25001523,0.341,4,Cultural Studies,Q1
Multicultural Perspectives,15327892,0.341,25,Cultural Studies,Q1
"Numerical Algebra, Control and Optimization",21553289,0.341,27,Algebra and Number Theory,Q3
Operational Research in Engineering Sciences: Theory and Applications,26201747,0.341,27,Engineering,Q2
Psychologische Rundschau,00333042,0.341,26,Psychology,Q3
Public Administration and Policy,2517679X,0.341,15,"Geography, Planning and Development",Q2
Recent Patents on Nanotechnology,22124020,0.341,39,Engineering,Q2
Sociologica,19718853,0.341,21,Sociology and Political Science,Q2
Structural Chemistry,15729001,0.341,56,Condensed Matter Physics,Q3
Tribology,10040595,0.341,30,Materials Chemistry,Q3
Vestnik Volgogradskogo Gosudarstvennogo Universiteta. Seriya 2. Yazykoznanie,24091979,0.341,3,Linguistics and Language,Q2
World Federation of Occupational Therapists Bulletin,20566077,0.341,12,Occupational Therapy,Q2
World Journal of Pediatric Surgery,25165410,0.341,8,"Pediatrics, Perinatology and Child Health",Q3
Zeitschrift fur Gerontologie und Geriatrie,09486704,0.341,49,Gerontology,Q3
Acta Botanica Brasilica,1677941X,0.34,57,Plant Science,Q3
Advances in Rehabilitation,17344948,0.34,9,Rehabilitation,Q3
Astronomy Letters,10637737,0.34,46,Astronomy and Astrophysics,Q3
Bothalia,23119284,0.34,28,"Ecology, Evolution, Behavior and Systematics",Q3
Communicative and Integrative Biology,19420889,0.34,51,Agricultural and Biological Sciences,Q2
Curator,21516952,0.34,19,Conservation,Q1
Defense and Security Analysis,14751798,0.34,18,"Geography, Planning and Development",Q2
Developing World Bioethics,14718731,0.34,37,Health Policy,Q3
Dostoevsky and World Culture. Philological Journal,27128512,0.34,4,Literature and Literary Theory,Q1
Economics of Governance,14356104,0.34,32,"Economics, Econometrics and Finance",Q2
Electromagnetic Biology and Medicine,15368386,0.34,50,Biophysics,Q3
International Journal of Energy for a Clean Environment,2150363X,0.34,21,Automotive Engineering,Q2
Iranian Journal of Fuzzy Systems,17350654,0.34,39,Information Systems and Management,Q2
Israel Law Review,20479336,0.34,24,Law,Q2
Journal of Immunoassay and Immunochemistry,15321819,0.34,33,Medical Laboratory Technology,Q2
Kolner Zeitschrift fur Soziologie und Sozialpsychologie,00232653,0.34,42,Sociology and Political Science,Q2
Legume Research,02505371,0.34,25,Agronomy and Crop Science,Q2
Modern and Contemporary France,14699869,0.34,17,Cultural Studies,Q1
Music Therapy Perspectives,07346875,0.34,19,Music,Q1
"News of the National Academy of Sciences of the Republic of Kazakhstan, Series of Geology and Technical Sciences",2518170X,0.34,17,Geology,Q3
Pan African Medical Journal,19378688,0.34,53,Medicine,Q3
Pharmacia,04280296,0.34,21,Pharmacy,Q2
Region,24095370,0.34,15,"Geography, Planning and Development",Q2
REVESCO Revista de Estudios Cooperativos,18858031,0.34,17,Social Sciences,Q2
Revista de Artes Marciales Asiaticas,21740747,0.34,8,Anthropology,Q2
Revista Latinoamericana de Psicologia,01200534,0.34,36,Social Sciences,Q2
Saude e Sociedade,01041290,0.34,27,Health,Q3
Terapia Psicologica,07166184,0.34,29,Clinical Psychology,Q3
Transactions of the Moscow Mathematical Society,00771554,0.34,11,Mathematics,Q3
American Fern Journal,00028444,0.339,30,"Ecology, Evolution, Behavior and Systematics",Q3
Annals of Finance,16142454,0.339,29,"Economics, Econometrics and Finance",Q2
Asia-Pacific Journal of Chemical Engineering,19322135,0.339,47,Chemical Engineering,Q3
Bradleya,0265086X,0.339,16,Horticulture,Q2
Brazilian Journal of Geology,23174692,0.339,31,Earth and Planetary Sciences,Q3
Cardiovascular and Hematological Agents in Medicinal Chemistry,18756182,0.339,44,Cardiology and Cardiovascular Medicine,Q3
Comparative Cytogenetics,1993078X,0.339,26,Animal Science and Zoology,Q2
Development,10116370,0.339,47,"Geography, Planning and Development",Q2
Earthquake and Structures,20927614,0.339,44,Civil and Structural Engineering,Q3
Electronic Research Archive,26881594,0.339,26,Mathematics,Q3
European Journal of Physics,01430807,0.339,62,Physics and Astronomy,Q2
"High-Performance Graphics - ACM SIGGRAPH / Eurographics Symposium Proceedings, HPG",20798687,0.339,19,Computational Theory and Mathematics,-
"International Journal of Numerical Modelling: Electronic Networks, Devices and Fields",08943370,0.339,39,Computer Science Applications,Q3
Interpretation,23248858,0.339,48,Geology,Q3
Journal for the Study of the Old Testament,14766728,0.339,27,Religious Studies,Q1
Journal of Biomedical Nanotechnology,15507041,0.339,96,Biomedical Engineering,Q3
Journal of Chengdu University of Technology (Science and Technology Edition),16719727,0.339,30,Geology,Q3
Journal of Interdisciplinary Mathematics,09720502,0.339,27,Analysis,Q3
Journal of Natural History,00222933,0.339,56,"Ecology, Evolution, Behavior and Systematics",Q3
Medical Problems of Performing Artists,19382766,0.339,43,History and Philosophy of Science,Q2
Medycyna Pracy,23531339,0.339,26,Medicine,Q3
Notulae Botanicae Horti Agrobotanici Cluj-Napoca,0255965X,0.339,50,Agronomy and Crop Science,Q2
Psychiatria Polska,00332674,0.339,35,Medicine,Q3
Revista Brasileira de Botanica,01008404,0.339,43,Plant Science,Q3
Trudy Instituta Matematiki i Mekhaniki UrO RAN,26584786,0.339,10,Computational Mechanics,Q2
Urology Annals,09747834,0.339,30,Urology,Q3
Zygon,05912385,0.339,31,Cultural Studies,Q1
ACM Transactions on Spatial Algorithms and Systems,23740361,0.338,20,Computer Science Applications,Q3
Advances in Science and Research,19920636,0.338,12,Atmospheric Science,Q3
Agricultural Research,22497218,0.338,43,Agronomy and Crop Science,Q2
Artificial Satellites,20836104,0.338,13,Space and Planetary Science,Q3
Asian Affairs,03068374,0.338,20,"Geography, Planning and Development",Q2
Biotechnology Notes,26659069,0.338,9,Biomedical Engineering,Q3
Botany,19162790,0.338,100,Ecology,Q3
Diagnostica,00121924,0.338,61,Clinical Psychology,Q3
Dizhen Dizhi,02534967,0.338,44,Geology,Q3
Entomological Research,17382297,0.338,32,Insect Science,Q3
Estudios Sobre Educacion,15787001,0.338,20,Education,Q3
High-speed Railway,20973446,0.338,5,Civil and Structural Engineering,Q3
International Journal of Agricultural and Environmental Information Systems,19473206,0.338,22,Information Systems,Q3
Journal of Artificial Organs,14347229,0.338,46,Biomedical Engineering,Q3
Journal of Mathematical Cryptology,18622984,0.338,21,Applied Mathematics,Q3
Journal of Nuclear Medicine Technology,15355675,0.338,49,Medicine,Q3
Journal of Plant Protection Research,14274345,0.338,38,Agronomy and Crop Science,Q2
Journal of Religion in Europe,18748929,0.338,16,Religious Studies,Q1
Journal of Transport and Supply Chain Management,19955235,0.338,10,Industrial and Manufacturing Engineering,Q2
Kongzhi yu Juece/Control and Decision,10010920,0.338,54,Artificial Intelligence,Q3
Malaysian Journal of Mathematical Sciences,18238343,0.338,20,Mathematics,Q3
Papeles del Psicologo,02147823,0.338,30,Psychology,Q3
Protein and Peptide Letters,09298665,0.338,69,Biochemistry,Q3
Retos,19882041,0.338,33,Cultural Studies,Q1
Revista Espanola de Sociologia,15782824,0.338,15,Sociology and Political Science,Q2
Revista Gaucha de Enfermagem,01026933,0.338,26,Nursing,Q3
Rutgers Business Review,24742376,0.338,9,Business and International Management,Q3
Technology and Health Care,18787401,0.338,53,Biomedical Engineering,Q3
Transactions of National Academy of Sciences of Azerbaijan. Series of Physical-Technical and Mathematical Sciences,26177900,0.338,9,Mathematics,Q3
Wildfowl,09546324,0.338,26,Ecology,Q3
American Annals of the Deaf,15430375,0.337,51,Developmental and Educational Psychology,Q3
BMS Bulletin of Sociological Methodology/ Bulletin de Methodologie Sociologique,07591063,0.337,26,Sociology and Political Science,Q2
Cardiovascular Endocrinology and Metabolism,25740954,0.337,19,Cardiology and Cardiovascular Medicine,Q3
Chinese Journal of International Law,15401650,0.337,27,Law,Q2
Chinese Space Science and Technology,1000758X,0.337,18,Aerospace Engineering,Q3
"Conference Record of the Asilomar Conference on Signals, Systems and Computers",10586393,0.337,88,Computer Networks and Communications,-
"Culture, Agriculture, Food and Environment",21539561,0.337,19,Cultural Studies,Q1
Enfermedades Infecciosas y Microbiologia Clinica,0213005X,0.337,49,Infectious Diseases,Q3
Ethics and Education,17449642,0.337,24,Philosophy,Q1
Flora Mediterranea,22404538,0.337,17,Plant Science,Q3
IEEE Technology and Society Magazine,02780097,0.337,43,Engineering,Q2
International Journal of Game Theory,14321270,0.337,49,Social Sciences,Q2
International Journal of Nonlinear Sciences and Numerical Simulation,15651339,0.337,63,Computational Mechanics,Q2
International Journal of Testing,15305058,0.337,29,Education,Q3
Journal of the Chinese Chemical Society,00094536,0.337,55,Chemistry,Q3
Method and Theory in the Study of Religion,09433058,0.337,33,Religious Studies,Q1
Pacific Rim International Journal of Nursing Research,19068107,0.337,11,Nursing,Q3
Phytotaxa,11793163,0.337,54,"Ecology, Evolution, Behavior and Systematics",Q3
Social Identities,13630296,0.337,47,Sociology and Political Science,Q2
Zeitschrift fur Sprachwissenschaft,16133706,0.337,23,Linguistics and Language,Q2
AACE Clinical Case Reports,23760605,0.336,15,"Endocrinology, Diabetes and Metabolism",Q3
Binggong Xuebao/Acta Armamentarii,10001093,0.336,30,Mechanical Engineering,Q3
Biochemistry (Moscow) Supplement Series A: Membrane and Cell Biology,19907478,0.336,17,Biochemistry,Q3
Biodiversity,14888386,0.336,32,Ecology,Q3
Brazilian Journalism Research,18084079,0.336,8,Communication,Q2
Critique - Studies in Contemporary Fiction,00111619,0.336,20,Literature and Literary Theory,Q1
Current History,1944785X,0.336,30,History,Q1
Dermatology Reports,20367392,0.336,19,Dermatology,Q3
Discover Education,27315525,0.336,8,Education,Q3
Electrochemical Society Interface,10648208,0.336,55,Electrochemistry,Q3
Experimental Agriculture,00144797,0.336,57,Agronomy and Crop Science,Q2
Forensic Science International: Genetics Supplement Series,1875175X,0.336,31,Pathology and Forensic Medicine,Q3
Frontiers in Transplantation,28132440,0.336,5,Surgery,Q3
Geological Society Memoir,04354052,0.336,70,Geology,Q3
Grana,00173134,0.336,47,"Ecology, Evolution, Behavior and Systematics",Q3
International Journal of Online and Biomedical Engineering,26268493,0.336,27,Engineering,Q2
Ius Canonicum,0021325X,0.336,7,Religious Studies,Q1
Journal of Analysis,09713611,0.336,14,Algebra and Number Theory,Q3
Journal of Healthcare Quality Research,26036479,0.336,21,Health Policy,Q3
Journal of Low Temperature Physics,15737357,0.336,71,"Atomic and Molecular Physics, and Optics",Q3
Journal of Media Economics,08997764,0.336,38,Communication,Q2
Journal of Prevention and Intervention in the Community,10852352,0.336,40,Medicine,Q3
